order_id,customer_id,restaurant_id,order_date,order_time,order_status,payment_method,order_value,discount,delivery_fee,delivery_time_minutes,rating
O045496,C03341,R0015,07-04-2025,17:23:00,Delivered,Wallet,461.43,23.07,33.84,28,4.4
O045497,C07283,R0025,29-06-2025,16:00:00,Delivered,UPI,550.11,0,22.51,26,4.0
O045498,C01248,R0375,19-04-2026,20:24:00,Delivered,UPI,476.27,0,36.01,17,3.7
O045499,C08480,R0152,10-10-2025,13:16:00,Delivered,UPI,886.14,88.61,0,23,4.1
O045500,C02508,R0045,02-04-2025,19:11:00,Delivered,Wallet,375.53,0,7.65,35,3.8
O045501,C02399,R0315,30-09-2025,18:24:00,Delivered,Debit Card,684.73,136.95,25.51,13,4.9
O045502,C03396,R0085,06-12-2025,18:12:00,Delivered,UPI,806.15,80.62,42.39,19,4.5
O045503,C09346,R0459,29-08-2025,15:13:00,Cancelled,UPI,684.44,68.44,8.75,0,0.0
O045504,C02797,R0197,05-04-2025,23:37:00,Delivered,UPI,684.7,102.7,6.21,28,4.5
O045505,C02545,R0067,22-02-2025,19:58:00,Delivered,Credit Card,474.75,0,15.49,30,4.5
O045506,C02491,R0405,05-06-2026,22:41:00,Delivered,UPI,280.39,0,35.21,32,4.7
O045507,C01498,R0279,08-06-2026,13:05:00,Delivered,UPI,322.87,32.29,15.55,27,4.8
O045508,C09302,R0489,28-12-2025,12:14:00,Delivered,Debit Card,377.13,0,31.96,30,4.4
O045509,C06573,R0042,25-06-2025,23:40:00,Delivered,Credit Card,381.65,38.16,19.33,31,4.1
O045510,C05606,R0325,11-03-2025,17:29:00,Delivered,UPI,490.76,73.61,23.92,23,5.0
O045511,C01361,R0466,07-04-2025,12:12:00,Delivered,Credit Card,293.22,0,37.15,12,4.0
O045512,C00495,R0348,01-03-2025,21:25:00,Delivered,UPI,675.6,0,29.35,21,4.5
O045513,C03073,R0208,13-05-2025,10:04:00,Delivered,UPI,902.03,0,9.67,22,5.0
O045514,C09312,R0153,15-04-2025,10:32:00,Delivered,UPI,989.54,0,21.04,17,3.7
O045515,C05318,R0455,12-02-2026,21:54:00,Delivered,UPI,388.91,0,36.82,32,4.1
O045516,C08091,R0012,24-10-2025,12:11:00,Delivered,Wallet,415.48,41.55,26.12,36,3.8
O045517,C03035,R0106,27-03-2026,12:23:00,Delivered,UPI,235.83,35.37,32.88,27,4.5
O045518,C01004,R0186,28-01-2025,20:31:00,Delivered,UPI,194.37,19.44,11.3,29,4.2
O045519,C02276,R0477,23-08-2025,11:32:00,Delivered,UPI,474.64,94.93,20.61,31,3.8
O045520,C02353,R0475,26-05-2026,10:57:00,Delivered,UPI,291.53,0,22.89,21,4.7
O045521,C06030,R0279,11-02-2025,18:08:00,Delivered,UPI,782.3,0,38.78,14,4.8
O045522,C01924,R0144,20-04-2025,19:40:00,Delivered,Cash,350.9,0,36.26,17,4.6
O045523,C09794,R0202,09-01-2026,13:24:00,Delivered,Cash,506.36,75.95,47.67,23,4.8
O045524,C06905,R0477,29-09-2025,20:18:00,Delivered,UPI,675.25,67.53,32.88,18,5.0
O045525,C04077,R0124,01-08-2025,22:45:00,Delivered,UPI,318.73,0,37.07,18,4.2
O045526,C06015,R0353,20-01-2026,22:43:00,Delivered,UPI,570.7,0,28.71,12,4.5
O045527,C07143,R0316,27-04-2026,16:37:00,Delivered,Cash,692.74,0,29.49,34,4.6
O045528,C07662,R0019,13-02-2026,23:06:00,Delivered,UPI,366.8,55.02,10.59,16,5.0
O045529,C00186,R0178,16-03-2026,10:59:00,Delivered,UPI,320.3,48.04,24,37,4.1
O045530,C05076,R0387,01-10-2025,15:50:00,Delivered,UPI,746.74,37.34,20.84,20,4.3
O045531,C03936,R0302,19-03-2025,11:40:00,Delivered,UPI,386.22,0,29.4,25,4.4
O045532,C03023,R0215,02-03-2025,20:12:00,Delivered,UPI,575.25,57.53,25.69,28,4.6
O045533,C06464,R0474,09-08-2025,12:04:00,Rejected,UPI,252.83,25.28,16.28,0,0.0
O045534,C02426,R0040,13-04-2025,23:07:00,Delivered,UPI,355.17,71.03,31.67,29,5.0
O045535,C02552,R0480,15-03-2026,21:10:00,Cancelled,UPI,637.61,95.64,36.81,0,0.0
O045536,C06638,R0469,27-04-2026,19:39:00,Delivered,Credit Card,798.67,0,35.24,22,4.4
O045537,C00645,R0416,23-12-2025,23:42:00,Delivered,UPI,333.15,66.63,17.61,18,4.4
O045538,C03739,R0436,21-01-2025,17:37:00,Delivered,UPI,418.75,0,40.58,28,4.2
O045539,C07554,R0326,07-04-2026,18:21:00,Delivered,Debit Card,239.75,23.98,18.12,22,4.4
O045540,C04007,R0438,10-08-2025,12:27:00,Delivered,UPI,602.97,30.15,43.31,15,4.3
O045541,C02931,R0129,15-03-2025,20:17:00,Delivered,UPI,676.66,135.33,41.13,26,4.8
O045542,C02104,R0388,26-08-2025,20:34:00,Delivered,UPI,672.33,100.85,28.9,27,3.4
O045543,C04907,R0219,21-08-2025,13:16:00,Delivered,UPI,508.08,101.62,16.93,38,4.0
O045544,C07866,R0329,12-06-2026,11:33:00,Delivered,UPI,653.4,65.34,4.05,14,4.6
O045545,C00899,R0018,17-04-2025,18:19:00,Delivered,UPI,662.07,33.1,14.09,43,3.5
O045546,C06090,R0340,17-03-2026,17:49:00,Delivered,UPI,483.36,72.5,12.81,35,4.4
O045547,C07844,R0288,19-02-2025,14:29:00,Delivered,UPI,542.97,54.3,7.48,20,4.6
O045548,C02213,R0369,02-02-2026,20:22:00,Delivered,UPI,281.59,28.16,21.87,19,5.0
O045549,C06851,R0447,22-12-2025,19:48:00,Cancelled,UPI,583.51,87.53,26.85,0,0.0
O045550,C04170,R0237,22-09-2025,11:32:00,Delivered,UPI,250.25,0,12.97,35,3.8
O045551,C00197,R0221,01-03-2025,12:35:00,Delivered,Credit Card,411.28,82.26,26.77,25,4.2
O045552,C07056,R0333,05-01-2026,16:08:00,Rejected,Credit Card,486.38,72.96,30.55,0,0.0
O045553,C07178,R0018,09-01-2025,16:15:00,Delivered,UPI,615.94,123.19,16.54,32,4.5
O045554,C06912,R0118,16-05-2025,19:59:00,Delivered,UPI,343.21,0,32.26,19,4.6
O045555,C00806,R0192,14-02-2026,16:02:00,Delivered,Credit Card,259.44,38.92,28.2,12,4.4
O045556,C04503,R0011,06-05-2025,22:17:00,Delivered,Debit Card,186.26,0,37.69,18,4.5
O045557,C01753,R0369,27-07-2025,23:30:00,Cancelled,UPI,690.92,103.64,35.92,0,0.0
O045558,C06549,R0339,12-01-2026,22:37:00,Rejected,Debit Card,822.45,41.12,31.98,0,0.0
O045559,C04498,R0313,19-08-2025,20:17:00,Delivered,Debit Card,766.67,0,31.59,22,4.4
O045560,C06222,R0310,23-07-2025,23:31:00,Rejected,UPI,458.75,45.88,34.42,0,0.0
O045561,C08785,R0216,01-05-2025,22:58:00,Delivered,Credit Card,1645.53,0,43.02,25,4.7
O045562,C00855,R0229,05-10-2025,14:58:00,Delivered,UPI,313.48,31.35,17.65,24,4.8
O045563,C02401,R0084,28-11-2025,14:32:00,Delivered,Debit Card,489.67,48.97,32.13,20,4.9
O045564,C05833,R0466,01-06-2025,23:56:00,Delivered,UPI,317.17,63.43,0,14,5.0
O045565,C09277,R0328,30-06-2025,15:35:00,Delivered,UPI,352.73,17.64,33.56,27,5.0
O045566,C00492,R0338,17-03-2025,19:28:00,Delivered,UPI,379.67,75.93,27.17,19,5.0
O045567,C08368,R0204,19-09-2025,18:27:00,Delivered,UPI,738.54,0,1.01,22,4.4
O045568,C07990,R0102,31-08-2025,20:38:00,Delivered,UPI,328.88,49.33,25.95,25,4.7
O045569,C01952,R0110,22-02-2025,19:08:00,Delivered,Credit Card,753.05,112.96,23.78,12,5.0
O045570,C08271,R0060,25-06-2026,17:56:00,Delivered,Credit Card,646.39,32.32,20.91,31,4.4
O045571,C05857,R0107,15-05-2026,10:12:00,Delivered,UPI,469.37,0,30.48,30,3.9
O045572,C00524,R0248,24-02-2025,20:12:00,Delivered,UPI,777.65,77.76,14.92,19,5.0
O045573,C00509,R0357,11-01-2025,17:07:00,Delivered,Debit Card,1149.99,57.5,35.34,30,4.9
O045574,C03310,R0235,06-10-2025,20:51:00,Delivered,UPI,407.4,20.37,38.77,19,5.0
O045575,C05338,R0266,12-05-2025,21:04:00,Delivered,Wallet,428.4,85.68,22.66,29,5.0
O045576,C07824,R0093,09-06-2025,23:04:00,Delivered,UPI,589.4,0,23.78,35,3.6
O045577,C00998,R0473,20-02-2026,15:03:00,Delivered,UPI,744.1,37.21,20.11,25,4.5
O045578,C06633,R0123,15-08-2025,12:50:00,Delivered,UPI,614.43,92.16,43.46,28,3.8
O045579,C06682,R0121,06-01-2026,17:02:00,Delivered,UPI,763.19,190.8,7.56,29,4.4
O045580,C03860,R0495,16-11-2025,14:46:00,Delivered,Debit Card,405.29,0,27.86,24,5.0
O045581,C02665,R0346,29-05-2025,17:21:00,Delivered,UPI,789.29,78.93,11.49,17,4.1
O045582,C02615,R0058,05-08-2025,10:58:00,Delivered,Credit Card,691.68,69.17,11.83,24,4.3
O045583,C04506,R0375,03-09-2025,10:17:00,Delivered,Debit Card,671.93,33.6,32.96,30,3.9
O045584,C02952,R0484,20-03-2025,15:28:00,Delivered,UPI,655.13,0,28.02,29,4.5
O045585,C05699,R0400,07-04-2026,19:36:00,Delivered,Debit Card,658.09,98.71,0,29,5.0
O045586,C01221,R0072,11-07-2025,16:52:00,Delivered,UPI,713.7,71.37,60.51,32,4.7
O045587,C07018,R0495,28-07-2025,16:16:00,Delivered,Debit Card,506.33,75.95,26.87,13,4.1
O045588,C09979,R0345,25-10-2025,13:40:00,Cancelled,Cash,331.55,66.31,8.33,0,0.0
O045589,C02227,R0467,29-08-2025,15:58:00,Delivered,Cash,272.84,13.64,0,19,3.8
O045590,C06770,R0293,08-02-2026,19:43:00,Delivered,UPI,522.82,0,50.58,24,4.1
O045591,C07266,R0259,25-05-2026,21:55:00,Cancelled,Cash,687.84,68.78,24.27,0,0.0
O045592,C05494,R0009,15-04-2025,14:12:00,Delivered,UPI,443.38,0,32.49,39,4.4
O045593,C03021,R0500,28-11-2025,14:29:00,Delivered,Credit Card,601.35,30.07,18.04,12,4.1
O045594,C09850,R0293,25-10-2025,10:28:00,Delivered,Debit Card,387.16,38.72,45.58,19,4.6
O045595,C06257,R0450,08-08-2025,17:56:00,Rejected,Cash,379.26,0,39.4,0,0.0
O045596,C03709,R0256,28-04-2026,22:40:00,Cancelled,UPI,482.15,48.22,29.63,0,0.0
O045597,C02649,R0040,16-09-2025,10:15:00,Delivered,Credit Card,418.38,20.92,28.58,25,5.0
O045598,C08707,R0435,22-06-2026,12:46:00,Delivered,UPI,442.45,22.12,47.71,26,3.8
O045599,C07223,R0399,06-04-2025,20:57:00,Delivered,UPI,668.88,0,45.38,12,5.0
O045600,C08912,R0256,19-06-2025,17:06:00,Delivered,Cash,223.32,0,27.09,26,4.4
O045601,C07442,R0233,02-10-2025,15:41:00,Delivered,UPI,186.22,9.31,24.45,23,4.3
O045602,C01212,R0211,02-05-2025,12:47:00,Delivered,Wallet,577.06,28.85,8.44,21,5.0
O045603,C07805,R0288,11-04-2025,21:46:00,Delivered,UPI,735.46,36.77,22.09,24,4.3
O045604,C09910,R0126,02-04-2026,10:38:00,Delivered,UPI,400.19,60.03,17.88,44,3.8
O045605,C00238,R0271,24-11-2025,19:08:00,Delivered,Debit Card,450.31,22.52,41.95,28,4.4
O045606,C07495,R0019,07-06-2026,21:21:00,Delivered,UPI,818.26,81.83,36.35,27,3.5
O045607,C07876,R0111,03-04-2025,10:46:00,Delivered,Cash,427.17,42.72,9.71,23,5.0
O045608,C03446,R0186,07-05-2026,21:12:00,Delivered,UPI,496.2,0,15.86,30,4.0
O045609,C08673,R0169,15-02-2026,18:26:00,Delivered,Cash,717.59,143.52,17.78,21,4.4
O045610,C04032,R0175,26-07-2025,19:08:00,Rejected,UPI,512.63,0,49.88,0,0.0
O045611,C04260,R0155,07-03-2026,12:21:00,Delivered,Wallet,593.12,0,32.11,36,3.5
O045612,C00710,R0349,30-01-2026,13:40:00,Delivered,Credit Card,567.32,0,21.62,13,5.0
O045613,C03752,R0335,08-06-2026,11:58:00,Cancelled,Wallet,526.62,26.33,36.39,0,0.0
O045614,C07842,R0171,23-05-2025,17:54:00,Delivered,UPI,488.21,0,23.23,34,3.6
O045615,C05481,R0008,24-01-2025,11:31:00,Delivered,UPI,532.53,0,21.22,26,4.0
O045616,C03049,R0003,19-11-2025,18:33:00,Delivered,UPI,420.14,21.01,32.74,23,4.3
O045617,C07269,R0242,06-03-2026,17:51:00,Delivered,UPI,483.83,48.38,33.29,38,4.4
O045618,C03420,R0241,13-12-2025,19:53:00,Delivered,UPI,1481.43,222.21,23.82,27,4.9
O045619,C03863,R0419,26-03-2026,14:38:00,Delivered,UPI,502.56,75.38,32.64,26,3.5
O045620,C05168,R0271,10-02-2026,11:28:00,Delivered,UPI,561.23,56.12,39.63,38,4.2
O045621,C00918,R0016,30-12-2025,11:59:00,Delivered,Cash,645.02,32.25,32.09,21,4.8
O045622,C05058,R0272,22-06-2026,18:41:00,Delivered,Wallet,703.1,70.31,23.34,22,4.0
O045623,C07213,R0392,22-02-2026,18:15:00,Delivered,UPI,356.09,17.8,24.3,15,4.7
O045624,C02066,R0072,16-02-2026,20:58:00,Delivered,UPI,190.4,0,33.77,23,4.0
O045625,C05583,R0131,14-01-2025,22:18:00,Delivered,Debit Card,233.93,0,26.22,23,4.4
O045626,C00115,R0244,01-01-2025,20:34:00,Delivered,UPI,526.45,0,13.46,34,4.7
O045627,C08236,R0311,09-04-2026,12:17:00,Delivered,Cash,477.46,47.75,32,23,3.8
O045628,C07137,R0025,02-09-2025,22:46:00,Delivered,UPI,296.79,29.68,27.32,17,4.9
O045629,C07230,R0222,09-01-2026,14:02:00,Delivered,UPI,468.72,0,27.56,23,3.8
O045630,C04375,R0313,31-01-2026,23:43:00,Delivered,UPI,507.12,76.07,20.32,28,5.0
O045631,C05917,R0307,17-01-2026,12:24:00,Delivered,UPI,467,93.4,20.92,21,4.2
O045632,C07186,R0301,11-05-2026,15:53:00,Delivered,UPI,357.2,89.3,22.72,25,5.0
O045633,C03640,R0065,16-01-2025,20:08:00,Cancelled,Cash,288.91,28.89,11.41,0,0.0
O045634,C03879,R0325,02-04-2025,23:02:00,Delivered,Credit Card,463.96,0,23.94,21,5.0
O045635,C03259,R0179,16-05-2026,15:20:00,Delivered,UPI,272.37,54.47,23.57,22,4.5
O045636,C03720,R0144,22-02-2025,16:58:00,Delivered,Wallet,731.91,0,56.97,23,4.6
O045637,C06812,R0088,20-07-2025,11:25:00,Delivered,UPI,417.09,83.42,30.35,29,4.4
O045638,C09066,R0151,26-07-2025,21:20:00,Delivered,UPI,670.03,0,24.52,27,3.4
O045639,C02250,R0451,19-03-2025,20:02:00,Delivered,Credit Card,580.33,0,19.72,14,4.3
O045640,C02687,R0060,04-01-2026,11:05:00,Cancelled,UPI,622.61,0,33.2,0,0.0
O045641,C00442,R0178,11-08-2025,18:54:00,Delivered,UPI,273.67,27.37,14.26,17,4.3
O045642,C03829,R0263,08-12-2025,12:10:00,Delivered,UPI,377.33,18.87,30.21,30,4.5
O045643,C07937,R0234,10-03-2026,23:15:00,Cancelled,Wallet,219.93,11,33.05,0,0.0
O045644,C03538,R0073,08-05-2025,17:43:00,Delivered,UPI,211.43,0,29.85,30,3.9
O045645,C00056,R0389,26-05-2025,20:38:00,Delivered,UPI,392.13,0,20.31,14,4.9
O045646,C01951,R0341,06-08-2025,19:45:00,Delivered,UPI,458.38,91.68,15.5,24,4.7
O045647,C02155,R0420,14-06-2026,11:02:00,Delivered,UPI,459.99,46,35.22,29,4.8
O045648,C02027,R0090,20-01-2026,16:01:00,Delivered,Debit Card,595.15,0,28.52,24,3.8
O045649,C08251,R0294,01-09-2025,17:19:00,Delivered,UPI,1653.88,0,25.78,25,3.8
O045650,C09462,R0468,15-11-2025,23:58:00,Delivered,UPI,223.1,11.16,45.23,31,4.6
O045651,C04504,R0202,25-02-2025,11:26:00,Rejected,Cash,720.02,180,40.7,0,0.0
O045652,C00960,R0005,25-02-2026,20:06:00,Delivered,Credit Card,399.18,0,13.78,30,4.3
O045653,C09598,R0263,07-05-2025,12:14:00,Delivered,Credit Card,427.01,64.05,18.23,21,5.0
O045654,C07109,R0051,04-03-2025,14:41:00,Delivered,UPI,180.69,45.17,40.93,30,4.5
O045655,C08210,R0302,09-01-2026,12:13:00,Rejected,UPI,320.24,32.02,20.77,0,0.0
O045656,C01139,R0051,23-06-2026,19:26:00,Delivered,UPI,648.03,32.4,36.21,21,4.4
O045657,C01440,R0281,22-03-2026,13:00:00,Delivered,UPI,363.86,0,41.21,12,3.8
O045658,C01579,R0289,18-11-2025,22:23:00,Delivered,Debit Card,546.23,27.31,16.61,28,5.0
O045659,C09977,R0229,14-11-2025,22:48:00,Cancelled,UPI,222.41,33.36,51.86,0,0.0
O045660,C07327,R0053,01-01-2025,13:50:00,Cancelled,Cash,561.9,0,33.01,0,0.0
O045661,C08356,R0461,03-12-2025,11:47:00,Delivered,UPI,398.56,99.64,47.45,27,4.7
O045662,C06297,R0409,27-01-2026,19:29:00,Delivered,Cash,549.48,0,32.25,24,5.0
O045663,C03526,R0301,20-08-2025,17:27:00,Delivered,UPI,822.86,123.43,25,32,3.5
O045664,C03536,R0197,31-01-2025,12:29:00,Delivered,UPI,404.91,0,19.44,36,4.0
O045665,C00967,R0282,10-05-2026,11:06:00,Cancelled,Debit Card,505.45,25.27,16.46,0,0.0
O045666,C02450,R0251,19-04-2025,20:15:00,Delivered,UPI,449.15,0,30.91,15,5.0
O045667,C06470,R0161,19-04-2026,19:53:00,Rejected,UPI,383.33,0,30.32,0,0.0
O045668,C04181,R0105,17-12-2025,13:11:00,Delivered,UPI,515.09,77.26,52.8,25,4.3
O045669,C05438,R0076,24-11-2025,16:14:00,Delivered,UPI,251.77,0,28.4,16,4.4
O045670,C08728,R0479,24-06-2025,20:09:00,Delivered,Wallet,421.12,0,29.05,13,4.3
O045671,C01261,R0089,06-07-2025,11:47:00,Rejected,Wallet,351.84,0,26.9,0,0.0
O045672,C07257,R0427,13-04-2026,17:09:00,Delivered,Debit Card,767.08,115.06,41.17,32,4.9
O045673,C09748,R0229,31-05-2026,16:34:00,Delivered,Wallet,295.36,14.77,33.53,24,4.0
O045674,C08976,R0034,30-04-2026,13:23:00,Delivered,Wallet,502.07,50.21,44.54,16,4.4
O045675,C01970,R0216,08-02-2026,19:13:00,Delivered,Debit Card,574.44,114.89,47.05,17,4.4
O045676,C02878,R0176,13-01-2026,22:46:00,Delivered,UPI,510.31,51.03,9.18,30,4.7
O045677,C06173,R0069,22-02-2026,13:29:00,Delivered,UPI,279.33,13.97,30.35,25,4.2
O045678,C04655,R0023,12-05-2026,23:35:00,Delivered,UPI,365.53,36.55,23.06,17,5.0
O045679,C06462,R0247,21-06-2025,19:17:00,Delivered,UPI,349.2,34.92,60.55,20,4.6
O045680,C06674,R0346,26-01-2025,21:57:00,Delivered,Credit Card,316.09,0,25.62,29,4.4
O045681,C01544,R0256,01-09-2025,12:38:00,Delivered,UPI,398.2,59.73,39.99,27,4.9
O045682,C08709,R0039,13-08-2025,20:26:00,Delivered,Debit Card,638.13,63.81,8.76,27,5.0
O045683,C01129,R0356,12-11-2025,10:08:00,Delivered,Wallet,471.85,47.18,13.34,28,4.6
O045684,C06092,R0006,23-09-2025,17:29:00,Delivered,UPI,1018.87,0,6.74,24,5.0
O045685,C09247,R0257,15-01-2026,15:19:00,Delivered,UPI,436.7,21.84,39,19,4.5
O045686,C00489,R0204,02-07-2025,19:17:00,Delivered,UPI,758.94,113.84,24.85,16,4.5
O045687,C04277,R0246,05-02-2026,12:32:00,Delivered,UPI,314.4,0,25.51,39,3.8
O045688,C04461,R0029,11-06-2025,22:13:00,Delivered,UPI,507.93,76.19,41.93,26,4.5
O045689,C04159,R0024,14-08-2025,23:16:00,Delivered,UPI,390.74,58.61,14.9,27,4.5
O045690,C08605,R0260,29-05-2025,15:43:00,Delivered,UPI,471.31,0,16.54,12,5.0
O045691,C00692,R0131,30-08-2025,17:56:00,Delivered,UPI,362.85,18.14,19.69,12,5.0
O045692,C07886,R0228,20-11-2025,17:12:00,Delivered,Credit Card,430.79,21.54,13.83,27,3.5
O045693,C00151,R0278,23-09-2025,17:45:00,Delivered,Cash,597.38,89.61,43.92,26,5.0
O045694,C09563,R0199,11-09-2025,20:28:00,Delivered,Credit Card,478.47,95.69,7.66,38,4.5
O045695,C09791,R0389,10-11-2025,22:10:00,Delivered,Wallet,266.24,26.62,33.4,20,4.6
O045696,C07476,R0428,14-03-2026,21:19:00,Delivered,UPI,307.17,30.72,16.65,21,4.4
O045697,C08399,R0150,20-03-2025,20:00:00,Delivered,UPI,548.98,0,29.77,35,5.0
O045698,C01614,R0127,14-09-2025,22:36:00,Delivered,UPI,380.17,0,31.52,24,5.0
O045699,C01508,R0180,01-02-2025,19:41:00,Delivered,Wallet,436.11,43.61,11.47,29,4.4
O045700,C02016,R0322,27-03-2025,15:53:00,Delivered,UPI,381.67,57.25,15.64,32,4.6
O045701,C03469,R0186,25-06-2026,13:20:00,Delivered,UPI,516.02,51.6,30.71,32,3.9
O045702,C03457,R0118,14-02-2026,11:13:00,Delivered,Wallet,498.5,24.92,24.5,21,3.9
O045703,C01647,R0494,05-04-2026,23:34:00,Delivered,Wallet,434.2,0,37.47,18,3.2
O045704,C01152,R0183,06-02-2025,16:09:00,Delivered,UPI,286.7,0,33.04,27,4.2
O045705,C08177,R0248,20-08-2025,22:54:00,Delivered,Cash,470.58,0,30.37,35,4.7
O045706,C06934,R0275,25-09-2025,11:51:00,Delivered,UPI,934.14,93.41,17.48,32,4.1
O045707,C08200,R0183,11-02-2026,14:40:00,Delivered,Debit Card,651.49,0,5.21,20,4.6
O045708,C03584,R0281,26-05-2025,12:14:00,Rejected,Credit Card,204.31,0,26.61,0,0.0
O045709,C08529,R0032,01-02-2025,21:26:00,Cancelled,UPI,536.65,134.16,38.74,0,0.0
O045710,C01963,R0253,13-12-2025,17:31:00,Delivered,UPI,499.75,0,30.88,14,5.0
O045711,C07625,R0120,27-05-2025,19:11:00,Delivered,Debit Card,440.08,0,15.83,24,4.8
O045712,C02359,R0426,13-11-2025,15:34:00,Cancelled,UPI,648.61,0,39.36,0,0.0
O045713,C05177,R0442,25-05-2026,13:50:00,Delivered,Wallet,618.49,92.77,29.35,20,4.6
O045714,C09409,R0261,06-06-2025,10:37:00,Delivered,Credit Card,277.23,0,33.98,12,5.0
O045715,C00879,R0206,16-06-2026,17:42:00,Delivered,UPI,567.81,141.95,27.7,33,4.0
O045716,C07696,R0266,17-02-2026,18:19:00,Delivered,UPI,462.03,23.1,37.06,25,4.7
O045717,C05586,R0321,09-03-2025,12:10:00,Delivered,Debit Card,515.25,77.29,0,12,4.4
O045718,C03213,R0342,21-06-2025,10:58:00,Delivered,UPI,884.74,132.71,20.15,25,5.0
O045719,C09740,R0276,01-05-2026,17:29:00,Delivered,UPI,751.84,112.78,39.81,17,4.8
O045720,C07824,R0297,23-01-2026,15:09:00,Delivered,Wallet,764.01,152.8,8.8,29,4.8
O045721,C08322,R0296,12-10-2025,10:28:00,Delivered,UPI,482.65,0,28.45,24,4.7
O045722,C09203,R0462,15-02-2025,19:16:00,Delivered,UPI,758.62,0,1.73,29,4.4
O045723,C08563,R0131,09-11-2025,20:44:00,Delivered,UPI,283.76,28.38,45.03,23,5.0
O045724,C07694,R0457,27-03-2026,10:02:00,Delivered,UPI,273.14,0,29,19,4.8
O045725,C01735,R0258,03-01-2026,20:43:00,Delivered,UPI,516.34,25.82,20.87,33,3.9
O045726,C03901,R0419,14-05-2026,19:31:00,Delivered,UPI,686.41,0,7.71,28,4.3
O045727,C03914,R0349,06-03-2025,12:45:00,Delivered,Credit Card,500.32,50.03,32.89,33,3.8
O045728,C01776,R0469,12-01-2025,12:19:00,Delivered,UPI,411.33,0,34.42,19,5.0
O045729,C02941,R0003,16-06-2026,10:09:00,Delivered,UPI,500.43,50.04,34.05,18,4.1
O045730,C07881,R0056,30-05-2026,12:20:00,Delivered,UPI,328.22,0,14.44,21,4.4
O045731,C05863,R0476,26-07-2025,23:41:00,Delivered,Credit Card,212.49,0,32.63,20,4.7
O045732,C00555,R0077,13-06-2025,12:33:00,Delivered,Cash,675.94,67.59,6.91,38,4.4
O045733,C06764,R0329,03-10-2025,21:50:00,Delivered,UPI,368.92,0,30.18,36,4.2
O045734,C02875,R0139,24-08-2025,20:35:00,Delivered,UPI,577.74,144.44,42.1,26,5.0
O045735,C00554,R0090,24-03-2025,12:49:00,Delivered,Cash,678.87,67.89,8.25,15,4.8
O045736,C00778,R0390,02-10-2025,15:31:00,Delivered,UPI,959.6,143.94,0,22,4.4
O045737,C00868,R0025,05-05-2026,19:23:00,Delivered,UPI,612.53,0,40.3,20,4.6
O045738,C02466,R0398,19-03-2026,18:41:00,Delivered,UPI,328.98,49.35,13.94,36,5.0
O045739,C06488,R0202,22-03-2025,22:55:00,Delivered,UPI,590.65,0,23.63,22,4.2
O045740,C03148,R0171,08-06-2025,16:46:00,Delivered,UPI,227.79,22.78,12.38,31,4.8
O045741,C08811,R0167,07-10-2025,14:22:00,Rejected,Wallet,398.92,39.89,37.18,0,0.0
O045742,C03644,R0215,28-10-2025,15:06:00,Delivered,Credit Card,456.61,45.66,23.99,25,5.0
O045743,C00549,R0353,25-06-2026,22:01:00,Cancelled,UPI,337.43,0,32,0,0.0
O045744,C01426,R0143,01-04-2025,12:26:00,Delivered,UPI,405.64,0,18.71,18,4.7
O045745,C02351,R0338,19-02-2025,10:46:00,Delivered,UPI,566.38,84.96,22.28,12,5.0
O045746,C06135,R0247,05-02-2026,23:58:00,Delivered,UPI,414.08,41.41,2.06,34,3.8
O045747,C05353,R0136,14-04-2026,13:05:00,Delivered,UPI,258.61,0,0,20,4.9
O045748,C09625,R0021,02-01-2026,22:29:00,Delivered,Cash,1092.21,54.61,35.91,21,4.2
O045749,C01386,R0234,09-11-2025,14:46:00,Delivered,Cash,467.74,46.77,21.3,26,4.3
O045750,C01154,R0177,24-09-2025,10:15:00,Delivered,UPI,477.18,47.72,41.63,19,4.8
O045751,C05351,R0229,09-10-2025,12:04:00,Delivered,Credit Card,228.98,34.35,8.29,35,4.0
O045752,C07110,R0441,16-06-2026,19:06:00,Delivered,UPI,603.55,60.36,11.9,26,4.2
O045753,C04070,R0197,28-02-2025,20:08:00,Delivered,Debit Card,371.36,18.57,27.01,12,5.0
O045754,C01806,R0192,20-07-2025,17:23:00,Delivered,UPI,1014.24,0,52.16,12,5.0
O045755,C04299,R0357,23-11-2025,22:47:00,Delivered,Credit Card,518.27,25.91,24.51,13,5.0
O045756,C06430,R0209,28-01-2025,21:05:00,Delivered,UPI,332.37,49.86,14.09,29,3.7
O045757,C04732,R0427,28-12-2025,17:42:00,Delivered,UPI,310.43,31.04,18.89,38,4.1
O045758,C01642,R0317,29-04-2026,20:07:00,Delivered,UPI,744.81,0,53.75,13,5.0
O045759,C00581,R0058,09-02-2026,10:38:00,Delivered,Credit Card,459.16,45.92,8.45,12,5.0
O045760,C08879,R0443,13-11-2025,21:10:00,Cancelled,Wallet,311.71,0,32.48,0,0.0
O045761,C03368,R0159,08-04-2026,20:44:00,Cancelled,UPI,353.82,53.07,13.99,0,0.0
O045762,C00237,R0461,08-05-2026,17:39:00,Delivered,UPI,376.96,0,37.91,27,4.4
O045763,C04196,R0144,28-06-2025,16:59:00,Delivered,Credit Card,482.43,24.12,34.45,26,4.2
O045764,C02178,R0131,01-05-2026,14:26:00,Delivered,UPI,425.11,0,38.45,32,3.5
