order_id,partner_id,pickup_time,delivered_time,distance_km
O055646,D01368,19:09:00,19:31:00,5.38
O055647,D01435,18:38:00,19:05:00,7.39
O055648,D00102,15:48:00,16:17:00,7.06
O055649,D01693,16:33:00,17:16:00,3.09
O055650,D00866,19:54:00,20:27:00,3.48
O055651,D01969,14:37:00,15:02:00,3.62
O055652,D01930,21:15:00,21:56:00,2.98
O055653,D00076,10:54:00,11:06:00,6.12
O055654,D01951,23:37:00,00:07:00,4.06
O055655,D01966,12:56:00,13:12:00,0.89
O055656,D01684,12:04:00,12:44:00,6.06
O055657,D01729,12:10:00,12:43:00,1.31
O055658,D00193,17:04:00,17:29:00,5.91
O055659,D00120,19:00:00,19:26:00,1.96
O055660,D00079,11:57:00,12:27:00,4.03
O055661,D01222,10:01:00,10:27:00,1.17
O055662,D00988,16:32:00,17:04:00,5.52
O055664,D00540,11:39:00,12:16:00,3.77
O055665,D01436,22:07:00,22:28:00,7.43
O055666,D01204,23:49:00,00:15:00,3.04
O055667,D00632,22:39:00,23:04:00,9.26
O055668,D00206,16:38:00,17:07:00,2.19
O055669,D01674,21:49:00,22:19:00,8.95
O055670,D00008,11:45:00,12:02:00,4.66
O055671,D00658,23:40:00,00:18:00,2.59
O055672,D00307,14:26:00,14:55:00,2.89
O055674,D01256,22:58:00,23:26:00,2.82
O055675,D01101,23:57:00,00:13:00,1.05
O055676,D00974,16:51:00,17:08:00,4.76
O055680,D01515,13:05:00,13:30:00,7.49
O055681,D01492,21:15:00,21:30:00,2.66
O055682,D00445,11:53:00,12:10:00,5.16
O055683,D01063,14:52:00,15:24:00,4.62
O055684,D00915,14:48:00,15:20:00,7.15
O055686,D00142,19:17:00,19:35:00,1.59
O055687,D01768,20:54:00,21:20:00,2.52
O055688,D00139,10:58:00,11:10:00,0.64
O055689,D00941,22:42:00,23:06:00,2.28
O055690,D00095,20:11:00,20:27:00,8.35
O055691,D01118,10:37:00,10:58:00,3.69
O055693,D00618,22:00:00,22:25:00,1.91
O055694,D01155,14:45:00,15:04:00,9.84
O055695,D00500,16:59:00,17:29:00,2.24
O055696,D00320,12:09:00,12:38:00,2.8
O055697,D00005,21:22:00,21:57:00,8.78
O055698,D00730,13:14:00,13:29:00,3.46
O055699,D01354,18:27:00,19:00:00,3.8
O055700,D00546,15:13:00,15:43:00,3.0
O055701,D01797,14:25:00,15:02:00,6.33
O055702,D00264,11:30:00,12:05:00,4.54
O055703,D00443,18:07:00,18:43:00,4.88
O055706,D00255,22:28:00,23:10:00,3.7
O055707,D00221,21:34:00,22:02:00,4.34
O055708,D00001,23:24:00,23:47:00,2.62
O055709,D01198,20:04:00,20:28:00,2.17
O055710,D00682,10:23:00,10:47:00,1.6
O055711,D01252,22:30:00,22:55:00,14.64
O055712,D01058,17:49:00,18:18:00,3.4
O055713,D01337,13:39:00,13:52:00,2.27
O055714,D00892,16:00:00,16:28:00,5.46
O055715,D00783,13:49:00,14:09:00,3.18
O055716,D00182,22:02:00,22:14:00,9.8
O055717,D00277,14:11:00,14:37:00,2.42
O055718,D01478,12:00:00,12:38:00,4.71
O055719,D01800,14:58:00,15:32:00,5.31
O055720,D01834,20:02:00,20:38:00,6.86
O055723,D01152,12:11:00,12:51:00,3.75
O055724,D00767,10:59:00,11:26:00,0.5
O055725,D00668,17:03:00,17:25:00,4.97
O055726,D01176,19:49:00,20:15:00,1.13
O055727,D00193,10:09:00,10:33:00,5.11
O055728,D01592,13:51:00,14:22:00,3.2
O055729,D01479,19:33:00,20:10:00,4.4
O055731,D00006,18:14:00,18:30:00,1.48
O055732,D01513,11:18:00,11:48:00,5.13
O055733,D00877,16:56:00,17:11:00,12.09
O055734,D00257,10:21:00,10:54:00,3.19
O055735,D00686,22:58:00,23:15:00,1.83
O055736,D00656,16:36:00,17:08:00,4.07
O055737,D00966,15:57:00,16:25:00,3.5
O055738,D00570,10:24:00,10:46:00,13.99
O055739,D01157,11:45:00,12:06:00,0.52
O055740,D01718,17:56:00,18:08:00,4.7
O055741,D01323,21:07:00,21:32:00,5.95
O055742,D01745,19:47:00,20:00:00,6.82
O055743,D01433,15:04:00,15:42:00,6.13
O055744,D01998,15:21:00,15:38:00,8.67
O055745,D01876,15:55:00,16:24:00,16.21
O055746,D00931,23:59:00,00:11:00,14.55
O055747,D01484,18:40:00,19:08:00,2.96
O055748,D01551,13:57:00,14:26:00,1.53
O055749,D00323,20:25:00,20:54:00,6.64
O055750,D00076,22:54:00,23:21:00,1.87
O055751,D00785,21:22:00,21:53:00,3.18
O055752,D01888,21:03:00,21:15:00,6.4
O055753,D00297,11:17:00,11:42:00,5.2
O055754,D01759,11:45:00,11:59:00,5.3
O055755,D01529,20:33:00,20:50:00,2.48
O055756,D00385,12:43:00,13:05:00,9.23
O055757,D01410,16:30:00,17:05:00,2.99
O055758,D00006,19:49:00,20:14:00,6.39
O055759,D01825,11:36:00,12:00:00,1.81
O055760,D01197,16:49:00,17:23:00,3.49
O055761,D00490,16:44:00,16:56:00,1.68
O055762,D00018,12:53:00,13:16:00,6.04
O055763,D00578,14:15:00,14:30:00,3.08
O055764,D01698,15:32:00,16:09:00,1.1
O055765,D00337,13:19:00,13:52:00,3.97
O055766,D01189,11:40:00,12:13:00,3.17
O055767,D00121,13:30:00,14:00:00,4.6
O055768,D01407,15:26:00,15:53:00,2.46
O055769,D00603,20:59:00,21:26:00,4.57
O055770,D01637,14:54:00,15:28:00,3.85
O055771,D00730,17:45:00,18:05:00,2.79
O055772,D00148,11:29:00,11:48:00,2.02
O055773,D00346,11:44:00,12:04:00,1.75
O055774,D01476,13:50:00,14:22:00,1.63
O055775,D00101,23:31:00,00:00:00,5.85
O055776,D01327,18:03:00,18:27:00,4.49
O055778,D00909,13:10:00,13:25:00,6.76
O055779,D00668,13:36:00,13:53:00,0.71
O055780,D01708,15:40:00,16:26:00,8.89
O055781,D00176,14:14:00,14:33:00,1.98
O055782,D01524,17:44:00,18:14:00,1.98
O055783,D01493,15:53:00,16:26:00,2.85
O055784,D00420,19:23:00,19:46:00,2.83
O055785,D00191,14:02:00,14:24:00,5.16
O055786,D01665,15:51:00,16:22:00,3.4
O055787,D01046,11:05:00,11:38:00,2.7
O055788,D01220,17:53:00,18:33:00,1.01
O055789,D01836,22:38:00,22:56:00,2.92
O055790,D00711,17:01:00,17:38:00,4.84
O055792,D00968,22:13:00,22:45:00,3.92
O055793,D00919,17:36:00,17:53:00,0.54
O055794,D01203,10:39:00,11:20:00,5.22
O055795,D01867,22:11:00,22:45:00,1.49
O055796,D01595,13:18:00,13:42:00,3.71
O055798,D01860,17:44:00,18:03:00,3.03
O055799,D00284,22:31:00,22:53:00,2.19
O055800,D00370,17:58:00,18:22:00,2.05
O055801,D01544,14:41:00,15:11:00,8.16
O055802,D00609,20:45:00,21:03:00,3.87
O055805,D01776,20:03:00,20:16:00,5.7
O055806,D01648,19:58:00,20:23:00,5.68
O055807,D01318,22:27:00,22:47:00,6.47
O055808,D01129,23:52:00,00:11:00,2.16
O055809,D01062,13:09:00,13:22:00,3.19
O055810,D01817,16:57:00,17:26:00,6.78
O055811,D00213,14:22:00,14:44:00,1.08
O055812,D01122,19:57:00,20:27:00,7.28
O055813,D01744,20:54:00,21:37:00,9.52
O055814,D00665,18:01:00,18:38:00,1.35
O055815,D00055,17:48:00,18:19:00,2.84
O055816,D01763,12:50:00,13:17:00,3.72
O055817,D01969,15:55:00,16:19:00,0.98
O055818,D00273,16:28:00,16:56:00,3.2
O055819,D00688,12:38:00,13:19:00,2.51
O055820,D00611,21:49:00,22:15:00,0.56
O055821,D01946,17:21:00,17:38:00,3.1
O055822,D01804,10:14:00,10:43:00,3.6
O055823,D01391,10:39:00,11:05:00,6.25
O055824,D01552,22:46:00,23:05:00,1.51
O055825,D00401,14:13:00,14:34:00,8.62
O055826,D00019,12:43:00,13:08:00,2.12
O055827,D00844,22:45:00,23:25:00,7.93
O055829,D01183,18:30:00,18:50:00,3.17
O055830,D01004,17:43:00,18:15:00,6.28
O055831,D00469,12:00:00,12:13:00,0.55
O055832,D01678,15:48:00,16:10:00,0.5
O055833,D00761,21:41:00,22:16:00,5.57
O055834,D01192,19:19:00,19:56:00,6.24
O055835,D00657,16:05:00,16:43:00,2.46
O055836,D00878,10:25:00,10:59:00,1.47
O055837,D01022,17:22:00,17:50:00,6.58
O055839,D00815,23:04:00,23:16:00,4.42
O055840,D00769,15:23:00,15:44:00,0.7
O055841,D01147,16:38:00,17:01:00,10.83
O055842,D00022,15:16:00,15:46:00,5.08
O055843,D01729,18:14:00,18:26:00,15.54
O055845,D01504,10:27:00,10:58:00,4.23
O055846,D01445,20:33:00,21:01:00,0.87
O055847,D01859,23:21:00,23:52:00,7.33
O055848,D00053,10:38:00,11:01:00,4.65
O055849,D00004,11:34:00,11:54:00,0.59
O055850,D00296,10:37:00,11:01:00,4.34
O055851,D01200,10:33:00,10:52:00,5.71
O055852,D01700,10:56:00,11:16:00,13.59
O055853,D00484,11:01:00,11:25:00,3.13
O055854,D00586,11:28:00,11:48:00,3.06
O055855,D01277,23:19:00,23:51:00,4.75
O055856,D01977,14:17:00,14:46:00,2.28
O055857,D01838,20:19:00,20:42:00,3.11
O055858,D01366,18:21:00,18:54:00,6.34
O055859,D01290,23:03:00,23:37:00,15.32
O055860,D01827,14:00:00,14:24:00,1.5
O055861,D01012,12:19:00,12:46:00,3.61
O055862,D00405,15:02:00,15:35:00,3.2
O055863,D00173,22:57:00,23:09:00,2.46
O055864,D01120,23:11:00,23:28:00,1.83
O055865,D01262,17:10:00,17:41:00,2.59
O055866,D01997,23:23:00,23:57:00,2.26
O055867,D01456,22:02:00,22:24:00,5.28
O055868,D01596,22:07:00,22:26:00,6.26
O055869,D01421,18:04:00,18:29:00,1.47
O055870,D01716,20:50:00,21:19:00,7.95
O055871,D00295,11:22:00,11:57:00,0.5
O055872,D01246,19:11:00,19:45:00,4.4
O055873,D00924,22:08:00,22:43:00,6.88
O055874,D01939,20:12:00,20:32:00,4.39
O055875,D00286,15:11:00,15:25:00,1.52
O055876,D01215,20:17:00,20:40:00,5.14
O055877,D00733,10:52:00,11:09:00,1.64
O055878,D00321,16:18:00,16:50:00,2.65
O055879,D00597,19:19:00,19:45:00,2.7
O055881,D01907,21:31:00,21:53:00,4.15
O055882,D00979,23:21:00,23:51:00,9.0
O055883,D00151,20:10:00,20:51:00,5.38
O055884,D01524,17:16:00,17:49:00,13.89
O055885,D00324,20:52:00,21:23:00,2.98
O055886,D01381,20:12:00,20:32:00,9.42
O055887,D00443,14:09:00,14:32:00,2.48
O055888,D00650,20:07:00,20:37:00,10.66
O055889,D00361,22:50:00,23:05:00,18.0
O055890,D00084,17:10:00,17:42:00,5.25
O055891,D01161,10:53:00,11:29:00,7.96
O055892,D00966,16:07:00,16:41:00,4.67
O055893,D01296,22:47:00,23:06:00,0.93
O055894,D01895,23:00:00,23:20:00,4.38
O055895,D00452,15:23:00,16:01:00,10.33
O055896,D01304,22:05:00,22:27:00,2.22
O055897,D00635,15:51:00,16:06:00,4.0
O055898,D01039,20:06:00,20:18:00,6.04
O055899,D01970,16:10:00,16:32:00,9.66
O055900,D01404,12:32:00,12:50:00,2.75
O055901,D01675,18:25:00,18:49:00,0.5
O055902,D01602,11:32:00,11:46:00,4.01
O055903,D00207,20:55:00,21:15:00,4.69
O055904,D01974,15:51:00,16:16:00,5.89
O055905,D01127,13:02:00,13:33:00,2.11
O055906,D01092,20:29:00,20:59:00,7.83
O055907,D00797,23:43:00,23:55:00,2.7
O055908,D00088,11:15:00,11:37:00,2.29
O055909,D01701,21:43:00,22:06:00,0.75
O055910,D00138,10:16:00,10:32:00,4.17
O055911,D01470,13:11:00,13:36:00,6.92
O055912,D00072,16:46:00,17:10:00,3.35
O055913,D00683,21:49:00,22:06:00,2.97
O055914,D01581,20:35:00,20:47:00,2.48
O055915,D00293,12:54:00,13:10:00,1.47
O055916,D00223,22:43:00,23:07:00,6.64
O055917,D01892,21:28:00,22:04:00,4.34
O055918,D01602,17:54:00,18:10:00,5.46
O055919,D00212,11:28:00,11:57:00,3.2
O055920,D00822,19:55:00,20:09:00,1.81
O055921,D01239,18:55:00,19:17:00,4.04
O055922,D00623,20:07:00,20:35:00,4.99
O055923,D01199,13:23:00,13:44:00,2.18
O055924,D00476,12:03:00,12:29:00,0.5
O055925,D00702,19:02:00,19:23:00,4.07
O055926,D00048,21:12:00,21:47:00,4.66
O055927,D01126,14:13:00,14:47:00,3.57
O055928,D01178,10:41:00,11:03:00,4.86
O055929,D01557,18:09:00,18:37:00,6.48
O055930,D01773,11:23:00,11:51:00,8.14
O055932,D00357,18:23:00,18:50:00,5.69
O055933,D01554,20:18:00,20:30:00,2.89
O055934,D00778,19:09:00,19:23:00,5.17
O055935,D00637,15:10:00,15:37:00,6.36
O055937,D01460,23:10:00,23:44:00,1.14
O055938,D00746,13:48:00,14:06:00,4.2
O055940,D00084,20:02:00,20:26:00,5.05
O055941,D01750,15:19:00,15:45:00,2.68
O055942,D00261,22:36:00,22:49:00,5.7
O055943,D00958,22:09:00,22:39:00,3.27
O055944,D00384,12:01:00,12:23:00,1.96
O055945,D00924,22:11:00,22:34:00,2.47
O055946,D01261,15:01:00,15:13:00,5.21
O055948,D00229,13:55:00,14:31:00,7.99
O055949,D01737,21:14:00,21:53:00,0.76
O055950,D01974,11:56:00,12:39:00,2.79
O055951,D01670,21:35:00,22:04:00,3.8
O055952,D00062,21:25:00,21:50:00,4.26
O055953,D01016,15:39:00,16:01:00,4.14
O055954,D00297,23:51:00,00:17:00,2.25
O055955,D01386,12:33:00,12:55:00,2.81
O055956,D00844,17:57:00,18:24:00,3.15
O055957,D00251,19:17:00,19:50:00,1.25
O055958,D00949,14:33:00,14:57:00,1.32
O055959,D00923,18:05:00,18:41:00,6.63
O055960,D00020,12:08:00,12:38:00,4.0
O055961,D00353,21:27:00,21:42:00,4.18
O055962,D01557,13:41:00,13:53:00,9.45
O055963,D01868,17:10:00,17:43:00,5.32
O055964,D01826,13:03:00,13:32:00,3.81
O055965,D00724,17:37:00,18:08:00,4.17
O055966,D00744,14:23:00,14:45:00,9.22
O055967,D01128,22:51:00,23:15:00,0.5
O055968,D00698,13:58:00,14:16:00,14.66
O055969,D01285,23:29:00,23:59:00,2.15
O055970,D01282,11:52:00,12:16:00,7.07
O055971,D00281,17:39:00,18:05:00,5.33
O055972,D00869,14:31:00,15:00:00,8.98
O055974,D00787,11:26:00,11:51:00,1.71
O055975,D00258,19:23:00,19:50:00,4.96
O055976,D01276,18:47:00,19:07:00,14.36
O055977,D01753,12:55:00,13:11:00,1.32
O055978,D01542,20:54:00,21:21:00,5.76
O055979,D00975,16:40:00,16:55:00,0.73
O055980,D00241,11:11:00,11:29:00,2.52
O055981,D00980,14:59:00,15:30:00,4.34
O055982,D00564,16:58:00,17:27:00,2.22
O055983,D01581,19:00:00,19:33:00,1.67
O055984,D01951,22:12:00,22:52:00,6.55
O055985,D00095,18:33:00,19:01:00,2.41
O055986,D01980,16:57:00,17:32:00,4.65
O055987,D00720,22:23:00,22:56:00,3.44
O055988,D01569,18:16:00,18:29:00,3.07
O055989,D00077,12:42:00,13:06:00,4.4
O055990,D00599,10:59:00,11:23:00,9.97
O055991,D00848,23:46:00,00:11:00,3.29
O055992,D00169,20:37:00,20:54:00,3.68
O055993,D00311,22:07:00,22:37:00,8.3
O055994,D01142,13:41:00,14:15:00,3.54
O055995,D00824,12:17:00,12:44:00,2.66
O055996,D01366,17:45:00,18:16:00,2.15
O055997,D00079,16:26:00,16:42:00,3.72
O055998,D01054,14:19:00,14:47:00,1.53
O055999,D01903,10:28:00,10:56:00,0.5
O056000,D01565,20:13:00,20:37:00,2.06
O056001,D01080,22:09:00,22:35:00,2.1
O056003,D01987,20:21:00,20:38:00,11.46
O056004,D00029,14:08:00,14:42:00,10.58
O056005,D01269,16:26:00,16:55:00,7.93
O056006,D01924,20:25:00,20:37:00,4.59
O056007,D00036,16:22:00,16:49:00,7.3
O056008,D01703,11:52:00,12:18:00,5.41
O056009,D00368,18:59:00,19:23:00,2.85
O056010,D00439,21:21:00,21:52:00,4.45
O056011,D01250,10:08:00,10:36:00,3.24
O056012,D00315,13:44:00,14:16:00,1.96
O056013,D01190,18:20:00,18:57:00,2.54
O056014,D01811,21:51:00,22:19:00,7.7
O056017,D00963,11:25:00,12:00:00,2.98
O056018,D01842,11:04:00,11:30:00,2.15
O056019,D01266,11:10:00,11:40:00,1.54
O056020,D01745,11:49:00,12:10:00,2.56
O056021,D01348,21:17:00,21:35:00,1.55
O056024,D01859,21:34:00,21:46:00,1.21
O056025,D01279,15:03:00,15:29:00,6.04
O056026,D00091,11:01:00,11:21:00,3.02
O056027,D01233,10:11:00,10:39:00,7.01
O056028,D01843,15:50:00,16:12:00,2.53
O056029,D00177,20:20:00,20:54:00,6.54
O056030,D00953,10:15:00,10:31:00,1.27
O056032,D00750,23:14:00,23:42:00,4.72
O056033,D01943,13:27:00,13:52:00,6.71
O056034,D01188,22:05:00,22:22:00,4.87
O056035,D00590,10:09:00,10:37:00,2.08
O056036,D01317,15:57:00,16:22:00,10.4
O056037,D00341,14:20:00,14:53:00,3.66
O056038,D00628,15:41:00,16:12:00,1.24
O056039,D01246,15:23:00,15:40:00,1.23
O056040,D00917,23:47:00,00:09:00,2.76
O056041,D01703,12:08:00,12:37:00,3.65
O056042,D01492,20:44:00,21:02:00,15.12
O056043,D01085,17:55:00,18:23:00,0.85
O056045,D00878,16:44:00,17:15:00,4.61
O056046,D01532,15:43:00,16:00:00,7.42
O056047,D01598,21:42:00,22:10:00,2.97
O056049,D00157,11:12:00,11:44:00,4.18
O056050,D01229,19:25:00,19:54:00,8.5
O056051,D00043,21:18:00,21:36:00,10.82
O056052,D01967,21:26:00,21:50:00,18.0
O056053,D00027,14:13:00,14:35:00,4.02
O056054,D01737,11:54:00,12:16:00,6.62
O056055,D01788,17:34:00,18:02:00,5.04
O056057,D01418,17:21:00,17:33:00,3.85
O056058,D01634,22:13:00,22:43:00,1.09
O056059,D00095,16:26:00,16:53:00,1.23
O056060,D00371,23:24:00,23:53:00,1.8
O056061,D00799,17:03:00,17:32:00,2.21
O056062,D00407,23:53:00,00:24:00,6.59
O056063,D01064,13:39:00,14:05:00,5.99
O056064,D01729,14:25:00,14:38:00,1.91
O056065,D00080,22:38:00,23:10:00,7.05
O056066,D01858,15:02:00,15:33:00,0.81
O056067,D01264,13:25:00,13:52:00,6.23
O056068,D00149,10:00:00,10:31:00,6.28
O056069,D00918,13:45:00,14:07:00,2.48
O056070,D01655,22:47:00,23:06:00,2.29
O056071,D00103,18:04:00,18:31:00,2.03
O056072,D01470,10:46:00,11:04:00,4.71
O056073,D01951,15:35:00,16:07:00,6.21
O056074,D01442,20:26:00,20:55:00,1.41
O056075,D01763,14:50:00,15:18:00,2.72
O056076,D01956,10:20:00,10:56:00,5.22
O056077,D00423,12:16:00,12:40:00,2.03
O056078,D00613,23:57:00,00:26:00,3.66
O056079,D00431,11:22:00,11:49:00,2.64
O056080,D00220,16:19:00,16:59:00,1.91
O056081,D01969,14:14:00,14:44:00,4.14
O056082,D00507,22:57:00,23:38:00,5.09
O056083,D00612,20:45:00,21:15:00,7.03
O056084,D01543,13:10:00,13:43:00,6.39
O056085,D01550,18:02:00,18:25:00,4.98
O056086,D00576,21:11:00,21:30:00,7.2
O056087,D01973,13:08:00,13:34:00,2.41
O056088,D01381,21:24:00,21:45:00,4.02
O056089,D00800,10:03:00,10:27:00,2.27
O056090,D01352,12:38:00,12:50:00,5.18
O056091,D01651,20:20:00,20:39:00,3.47
O056092,D00250,18:30:00,19:02:00,1.52
O056093,D01670,12:20:00,12:37:00,4.21
O056094,D01097,21:09:00,21:48:00,5.88
O056095,D00138,11:37:00,12:12:00,2.53
O056096,D01409,13:34:00,14:03:00,1.65
O056097,D01218,18:22:00,18:42:00,0.78
O056098,D01105,12:10:00,12:37:00,16.09
O056099,D01407,14:59:00,15:18:00,2.5
O056100,D01045,17:54:00,18:14:00,1.0
O056101,D01798,18:53:00,19:14:00,4.96
O056103,D01149,15:52:00,16:27:00,9.06
O056104,D01671,20:09:00,20:26:00,16.68
O056105,D00792,17:59:00,18:30:00,1.87
O056106,D00448,13:16:00,13:41:00,2.34
O056107,D00827,13:55:00,14:16:00,2.41
O056108,D01557,23:33:00,23:55:00,3.92
O056109,D00416,21:18:00,21:48:00,6.49
O056110,D01589,20:14:00,20:33:00,6.48
O056111,D01826,17:46:00,18:06:00,1.86
O056112,D00364,22:37:00,23:07:00,3.03
O056113,D01489,11:12:00,11:41:00,0.58
O056114,D01438,13:25:00,13:42:00,13.38
O056115,D01912,18:36:00,19:12:00,6.07
O056116,D00327,10:08:00,10:45:00,2.5
O056117,D01734,20:18:00,20:43:00,1.98
O056118,D00556,11:37:00,12:11:00,1.79
O056119,D01635,17:54:00,18:18:00,2.83
O056120,D00015,17:17:00,17:29:00,4.24
O056121,D01474,12:56:00,13:13:00,9.87
O056122,D01434,12:00:00,12:19:00,0.67
O056123,D01876,23:59:00,00:27:00,3.55
O056124,D01581,13:32:00,13:56:00,2.17
O056125,D00969,13:23:00,13:42:00,5.63
O056126,D00933,18:10:00,18:38:00,2.94
O056127,D01154,20:50:00,21:17:00,0.5
O056128,D00644,11:04:00,11:30:00,2.97
O056129,D00114,10:56:00,11:25:00,12.05
O056130,D01642,22:15:00,22:33:00,2.46
O056131,D00848,16:58:00,17:38:00,9.93
O056132,D00085,19:43:00,20:10:00,6.57
O056133,D01845,17:57:00,18:16:00,2.31
O056134,D00713,11:51:00,12:19:00,3.91
O056135,D00548,10:45:00,11:20:00,2.37
O056136,D01601,12:39:00,13:05:00,2.41
O056137,D01365,11:51:00,12:22:00,2.48
O056138,D00695,17:34:00,18:13:00,5.9
O056139,D00147,20:40:00,20:55:00,7.57
O056140,D01922,18:15:00,18:29:00,0.55
O056141,D00079,10:29:00,11:02:00,15.95
O056143,D00726,20:29:00,20:44:00,1.33
O056144,D00083,23:40:00,23:52:00,4.55
O056145,D01560,12:50:00,13:21:00,1.32
O056146,D00912,17:57:00,18:18:00,4.02
O056147,D01591,14:59:00,15:30:00,1.69
O056148,D00432,22:45:00,23:16:00,4.1
O056150,D01390,18:12:00,18:36:00,2.71
O056151,D01279,17:22:00,17:41:00,2.62
O056152,D01321,23:04:00,23:27:00,6.82
O056153,D00093,11:16:00,11:36:00,2.78
O056154,D00550,13:37:00,14:05:00,2.71
O056155,D00773,22:07:00,22:32:00,9.22
O056156,D00862,23:59:00,00:11:00,9.57
O056158,D01344,18:40:00,19:04:00,3.49
O056159,D01909,23:21:00,23:44:00,1.99
O056160,D01544,14:19:00,14:48:00,1.9
O056161,D00390,14:04:00,14:23:00,2.05
O056162,D01117,10:16:00,10:47:00,6.14
O056163,D00761,11:18:00,11:40:00,0.5
O056164,D01918,19:53:00,20:28:00,5.76
O056165,D00287,12:24:00,12:49:00,1.28
O056166,D00133,18:04:00,18:18:00,4.82
O056167,D01727,18:49:00,19:12:00,4.79
O056168,D01670,10:40:00,10:56:00,11.13
O056169,D01139,23:12:00,23:35:00,2.54
O056170,D00218,15:53:00,16:29:00,4.09
O056171,D01282,15:12:00,15:48:00,11.52
O056172,D00394,21:16:00,21:28:00,2.24
O056174,D00882,17:13:00,17:25:00,2.8
O056175,D00235,17:32:00,18:07:00,2.36
O056176,D01773,12:55:00,13:18:00,6.38
O056177,D00338,13:56:00,14:19:00,2.88
O056178,D01185,23:17:00,23:35:00,7.55
O056179,D01183,21:14:00,21:42:00,2.31
O056180,D01318,21:43:00,22:07:00,2.1
O056181,D01311,10:22:00,10:40:00,1.54
O056182,D00125,22:40:00,23:12:00,1.95
O056183,D00886,16:27:00,16:52:00,1.32
O056184,D01025,12:05:00,12:23:00,3.26
O056185,D01998,14:54:00,15:18:00,2.45
O056186,D00825,20:16:00,20:39:00,13.26
O056187,D01948,21:02:00,21:23:00,5.59
O056188,D00886,18:39:00,19:00:00,8.56
O056189,D01060,22:17:00,22:30:00,4.71
O056190,D00669,19:02:00,19:21:00,5.49
O056191,D00790,16:42:00,16:56:00,0.81
O056192,D00592,10:19:00,10:37:00,3.04
O056193,D01800,19:57:00,20:18:00,4.66
O056194,D01196,16:42:00,17:01:00,5.44
O056195,D01244,16:38:00,17:16:00,1.59
O056196,D01668,14:47:00,15:01:00,0.85
O056197,D00977,17:19:00,17:52:00,2.82
O056198,D00694,13:44:00,13:58:00,0.5
O056199,D01840,22:48:00,23:19:00,2.34
O056200,D00486,15:23:00,15:48:00,4.71
O056201,D01701,11:40:00,12:10:00,2.78
O056202,D00748,16:43:00,17:06:00,6.57
O056203,D01701,18:07:00,18:38:00,3.35
O056204,D01381,20:07:00,20:42:00,2.9
O056205,D01525,16:24:00,16:39:00,2.53
O056207,D00809,18:37:00,19:00:00,5.31
O056208,D01224,15:15:00,15:50:00,1.93
O056209,D01173,22:43:00,23:05:00,2.39
O056210,D01671,20:04:00,20:35:00,9.11
O056211,D01505,18:31:00,18:54:00,2.02
O056212,D00062,21:17:00,21:42:00,2.38
O056213,D00071,21:10:00,21:40:00,10.23
O056214,D01883,15:42:00,15:54:00,4.13
O056215,D00973,22:52:00,23:12:00,1.59
O056217,D01853,19:34:00,19:59:00,2.89
O056218,D01873,21:02:00,21:40:00,10.28
O056219,D00482,22:52:00,23:20:00,7.11
O056220,D01502,11:30:00,12:02:00,5.69
O056223,D00026,20:30:00,20:59:00,4.88
O056224,D01624,18:37:00,18:59:00,6.01
O056225,D00484,20:31:00,20:57:00,2.74
O056226,D01353,17:29:00,17:48:00,0.62
O056227,D00471,12:32:00,12:44:00,1.72
O056228,D00529,12:01:00,12:22:00,12.75
O056229,D01527,17:55:00,18:23:00,3.64
O056230,D01509,14:53:00,15:25:00,0.63
O056231,D01758,23:59:00,00:25:00,4.04
O056232,D00694,14:34:00,15:09:00,4.8
O056233,D01609,21:59:00,22:27:00,5.39
O056234,D01813,14:29:00,14:58:00,4.81
O056235,D01839,16:15:00,16:47:00,1.02
O056236,D00360,20:11:00,20:51:00,0.5
O056237,D00871,18:49:00,19:14:00,3.91
O056238,D01609,10:59:00,11:21:00,0.87
O056239,D01922,11:31:00,11:54:00,1.01
O056240,D00933,10:32:00,10:57:00,3.45
O056242,D01766,16:32:00,17:05:00,3.35
O056243,D00042,17:22:00,17:50:00,8.5
O056244,D01401,11:49:00,12:32:00,3.76
O056245,D01198,15:52:00,16:14:00,0.7
O056246,D01005,21:09:00,21:49:00,3.7
O056247,D00365,22:18:00,22:47:00,6.51
O056248,D00502,19:49:00,20:06:00,4.24
O056249,D00711,12:59:00,13:13:00,9.17
O056250,D00824,14:05:00,14:41:00,0.51
O056251,D01753,15:14:00,15:45:00,4.28
O056252,D00494,20:31:00,20:45:00,3.41
O056253,D00979,10:28:00,10:49:00,2.22
O056254,D01610,23:12:00,23:48:00,3.88
O056255,D00318,11:58:00,12:30:00,18.0
O056256,D01517,12:38:00,13:10:00,2.58
O056257,D01273,21:03:00,21:38:00,2.83
O056258,D01208,11:37:00,12:03:00,5.46
O056259,D01936,14:56:00,15:28:00,7.07
O056260,D01579,11:53:00,12:21:00,3.05
O056261,D00771,21:09:00,21:33:00,7.81
O056263,D01646,14:34:00,15:06:00,4.13
O056264,D00750,10:24:00,10:52:00,2.85
O056265,D00782,10:46:00,11:17:00,0.64
O056266,D00503,13:13:00,13:36:00,6.62
O056267,D00168,14:07:00,14:38:00,6.24
O056269,D00690,23:57:00,00:09:00,5.13
O056270,D01416,14:24:00,14:54:00,0.96
O056271,D00998,19:08:00,19:38:00,4.91
O056272,D00072,19:38:00,20:16:00,0.83
O056273,D00690,12:04:00,12:17:00,3.71
O056274,D00238,19:44:00,20:08:00,2.69
